Area,Item,Element,Year,Value
Japan,Potatoes,Crop residues (Emissions N2O),2007,0.0903
Japan,Potatoes,Crop residues (Emissions N2O),2008,0.088
Japan,Potatoes,Crop residues (Emissions N2O),2009,0.0817
Japan,Potatoes,Crop residues (Emissions N2O),2010,0.0782
Japan,Potatoes,Crop residues (Emissions N2O),2011,0.0795
Japan,Potatoes,Crop residues (Emissions N2O),2012,0.0817
Japan,Potatoes,Crop residues (Emissions N2O),2013,0.0793
Japan,Potatoes,Crop residues (Emissions N2O),2014,0.0797
Japan,Potatoes,Crop residues (Emissions N2O),2015,0.0762
Japan,Potatoes,Crop residues (Emissions N2O),2016,0.0743
Japan,Potatoes,Crop residues (Emissions N2O),2017,0.0781
Japan,Potatoes,Crop residues (Emissions N2O),2018,0.0752
Japan,Potatoes,Crop residues (Emissions N2O),2019,0.077
Japan,Potatoes,Crop residues (Emissions N2O),2020,0.0722
Japan,Potatoes,Crop residues (Emissions N2O),2021,0.0712
Japan,Potatoes,Crop residues (Emissions N2O),2022,0.0691
Japan,Potatoes,Crop residues (Emissions N2O),2030,0.0709
Japan,Potatoes,Crop residues (Emissions N2O),2050,0.0589
Japan,Wheat,Crops total (Emissions N2O),1990,0.0098
Japan,Wheat,Crops total (Emissions N2O),1991,0.009
Japan,Wheat,Crops total (Emissions N2O),1992,0.0081
Japan,Wheat,Crops total (Emissions N2O),1993,0.0069
Japan,Wheat,Crops total (Emissions N2O),1994,0.0057
Japan,Wheat,Crops total (Emissions N2O),1995,0.0057
Japan,Wheat,Crops total (Emissions N2O),1996,0.006
Japan,Wheat,Crops total (Emissions N2O),1997,0.0059
Japan,Wheat,Crops total (Emissions N2O),1998,0.0061
Japan,Wheat,Crops total (Emissions N2O),1999,0.0064
Japan,Wheat,Crops total (Emissions N2O),2000,0.0069
Japan,Wheat,Crops total (Emissions N2O),2001,0.0074
Japan,Wheat,Crops total (Emissions N2O),2002,0.0078
Japan,Wheat,Crops total (Emissions N2O),2003,0.008
Japan,Wheat,Crops total (Emissions N2O),2004,0.008
Japan,Wheat,Crops total (Emissions N2O),2005,0.0081
Japan,Wheat,Crops total (Emissions N2O),2006,0.0082
Japan,Wheat,Crops total (Emissions N2O),2007,0.0079
Japan,Wheat,Crops total (Emissions N2O),2008,0.0073
Japan,Wheat,Crops total (Emissions N2O),2009,0.0068
Japan,Wheat,Crops total (Emissions N2O),2010,0.0062
Japan,Wheat,Crops total (Emissions N2O),2011,0.0057
Japan,Wheat,Crops total (Emissions N2O),2012,0.0054
Japan,Wheat,Crops total (Emissions N2O),2013,0.0052
Japan,Wheat,Crops total (Emissions N2O),2014,0.0049
Japan,Wheat,Crops total (Emissions N2O),2015,0.0047
Japan,Wheat,Crops total (Emissions N2O),2016,0.0046
Japan,Wheat,Crops total (Emissions N2O),2017,0.0046
Japan,Wheat,Crops total (Emissions N2O),2018,0.0041
Japan,Wheat,Crops total (Emissions N2O),2019,0.0044
Japan,Wheat,Crops total (Emissions N2O),2020,0.0045
Japan,Wheat,Crops total (Emissions CH4),1990,0.3788
Japan,Wheat,Crops total (Emissions CH4),1991,0.3472
Japan,Wheat,Crops total (Emissions CH4),1992,0.312
Japan,Wheat,Crops total (Emissions CH4),1993,0.2671
Japan,Wheat,Crops total (Emissions CH4),1994,0.221
Japan,Wheat,Crops total (Emissions CH4),1995,0.2201
Japan,Wheat,Crops total (Emissions CH4),1996,0.2306
Japan,Wheat,Crops total (Emissions CH4),1997,0.2291
Japan,Wheat,Crops total (Emissions CH4),1998,0.236
Japan,Wheat,Crops total (Emissions CH4),1999,0.2456
Japan,Wheat,Crops total (Emissions CH4),2000,0.2662
Japan,Wheat,Crops total (Emissions CH4),2001,0.2864
Japan,Wheat,Crops total (Emissions CH4),2002,0.301
Japan,Wheat,Crops total (Emissions CH4),2003,0.3087
Japan,Wheat,Crops total (Emissions CH4),2004,0.3093
Japan,Wheat,Crops total (Emissions CH4),2005,0.3106
Japan,Wheat,Crops total (Emissions CH4),2006,0.3176
Japan,Wheat,Crops total (Emissions CH4),2007,0.3051
Japan,Wheat,Crops total (Emissions CH4),2008,0.2825
Japan,Wheat,Crops total (Emissions CH4),2009,0.2607
Japan,Wheat,Crops total (Emissions CH4),2010,0.2379
Japan,Wheat,Crops total (Emissions CH4),2011,0.2179
Japan,Wheat,Crops total (Emissions CH4),2012,0.2082
Japan,Wheat,Crops total (Emissions CH4),2013,0.1992
Japan,Wheat,Crops total (Emissions CH4),2014,0.1906
Japan,Wheat,Crops total (Emissions CH4),2015,0.1831
Japan,Wheat,Crops total (Emissions CH4),2016,0.179
Japan,Wheat,Crops total (Emissions CH4),2017,0.1776
Japan,Wheat,Crops total (Emissions CH4),2018,0.159
Japan,Wheat,Crops total (Emissions CH4),2019,0.1705
Japan,Wheat,Crops total (Emissions CH4),2020,0.1752
Japan,Wheat,Crop residues (Emissions N2O),1961,0.4503
Japan,Wheat,Crop residues (Emissions N2O),1962,0.416
Japan,Wheat,Crop residues (Emissions N2O),1963,0.2049
Japan,Wheat,Crop residues (Emissions N2O),1964,0.3186
Japan,Wheat,Crop residues (Emissions N2O),1965,0.3259
Japan,Wheat,Crop residues (Emissions N2O),1966,0.2625
Japan,Wheat,Crop residues (Emissions N2O),1967,0.2523
Japan,Wheat,Crop residues (Emissions N2O),1968,0.2525
Japan,Wheat,Crop residues (Emissions N2O),1969,0.1924
Japan,Wheat,Crop residues (Emissions N2O),1970,0.124
Japan,Wheat,Crop residues (Emissions N2O),1971,0.1118
Japan,Wheat,Crop residues (Emissions N2O),1972,0.0725
Japan,Wheat,Crop residues (Emissions N2O),1973,0.0512
Japan,Wheat,Crop residues (Emissions N2O),1974,0.0585
Japan,Wheat,Crop residues (Emissions N2O),1975,0.061
Japan,Wheat,Crop residues (Emissions N2O),1976,0.0568
Japan,Wheat,Crop residues (Emissions N2O),1977,0.0598
Japan,Wheat,Crop residues (Emissions N2O),1978,0.0911
Japan,Wheat,Crop residues (Emissions N2O),1979,0.1333
Japan,Wheat,Crop residues (Emissions N2O),1980,0.1458
Japan,Wheat,Crop residues (Emissions N2O),1981,0.1493
Japan,Wheat,Crop residues (Emissions N2O),1982,0.1844
Japan,Wheat,Crop residues (Emissions N2O),1983,0.174
Japan,Wheat,Crop residues (Emissions N2O),1984,0.1844
Japan,Wheat,Crop residues (Emissions N2O),1985,0.2148
Japan,Wheat,Crop residues (Emissions N2O),1986,0.216
Japan,Wheat,Crop residues (Emissions N2O),1987,0.2152
Japan,Wheat,Crop residues (Emissions N2O),1988,0.2515
Japan,Wheat,Crop residues (Emissions N2O),1989,0.2434
Japan,Wheat,Crop residues (Emissions N2O),1990,0.2342
Japan,Wheat,Crop residues (Emissions N2O),1991,0.1891
Japan,Wheat,Crop residues (Emissions N2O),1992,0.1872
Japan,Wheat,Crop residues (Emissions N2O),1993,0.1576
Japan,Wheat,Crop residues (Emissions N2O),1994,0.1388
Japan,Wheat,Crop residues (Emissions N2O),1995,0.1114
Japan,Wheat,Crop residues (Emissions N2O),1996,0.1197
Japan,Wheat,Crop residues (Emissions N2O),1997,0.1411
Japan,Wheat,Crop residues (Emissions N2O),1998,0.1406
Japan,Wheat,Crop residues (Emissions N2O),1999,0.1442
Japan,Wheat,Crop residues (Emissions N2O),2000,0.169
Japan,Wheat,Crop residues (Emissions N2O),2001,0.1727
Japan,Wheat,Crop residues (Emissions N2O),2002,0.2023
Japan,Wheat,Crop residues (Emissions N2O),2003,0.209
Japan,Wheat,Crop residues (Emissions N2O),2004,0.21
Japan,Wheat,Crop residues (Emissions N2O),2005,0.2134
Japan,Wheat,Crop residues (Emissions N2O),2006,0.2052
Japan,Wheat,Crop residues (Emissions N2O),2007,0.2211
Japan,Wheat,Crop residues (Emissions N2O),2008,0.2145
Japan,Wheat,Crop residues (Emissions N2O),2009,0.1677
Japan,Wheat,Crop residues (Emissions N2O),2010,0.1444
Japan,Wheat,Crop residues (Emissions N2O),2011,0.1842
Japan,Wheat,Crop residues (Emissions N2O),2012,0.2092
Japan,Wheat,Crop residues (Emissions N2O),2013,0.1989
Japan,Wheat,Crop residues (Emissions N2O),2014,0.2083
Japan,Wheat,Crop residues (Emissions N2O),2015,0.2425
Japan,Wheat,Crop residues (Emissions N2O),2016,0.1945
Japan,Wheat,Crop residues (Emissions N2O),2017,0.2205
Japan,Wheat,Crop residues (Emissions N2O),2018,0.1884
Japan,Wheat,Crop residues (Emissions N2O),2019,0.2499
Japan,Wheat,Crop residues (Emissions N2O),2020,0.2301
Japan,Wheat,Crop residues (Emissions N2O),2021,0.264
Japan,Wheat,Crop residues (Emissions N2O),2022,0.2412
Japan,Wheat,Crop residues (Emissions N2O),2030,0.2203
Japan,Wheat,Crop residues (Emissions N2O),2050,0.1997
Japan,Wheat,Burning crop residues (Emissions N2O),1961,0.0182
Japan,Wheat,Burning crop residues (Emissions N2O),1962,0.018
Japan,Wheat,Burning crop residues (Emissions N2O),1963,0.0163
Japan,Wheat,Burning crop residues (Emissions N2O),1964,0.0142
Japan,Wheat,Burning crop residues (Emissions N2O),1965,0.0133
Japan,Wheat,Burning crop residues (Emissions N2O),1966,0.0118
Japan,Wheat,Burning crop residues (Emissions N2O),1967,0.0103
Japan,Wheat,Burning crop residues (Emissions N2O),1968,0.009
Japan,Wheat,Burning crop residues (Emissions N2O),1969,0.008
Japan,Wheat,Burning crop residues (Emissions N2O),1970,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),1971,0.0047
Japan,Wheat,Burning crop residues (Emissions N2O),1972,0.0032
Japan,Wheat,Burning crop residues (Emissions N2O),1973,0.0021
Japan,Wheat,Burning crop residues (Emissions N2O),1974,0.0023
Japan,Wheat,Burning crop residues (Emissions N2O),1975,0.0025
Japan,Wheat,Burning crop residues (Emissions N2O),1976,0.0025
Japan,Wheat,Burning crop residues (Emissions N2O),1977,0.0024
Japan,Wheat,Burning crop residues (Emissions N2O),1978,0.0031
Japan,Wheat,Burning crop residues (Emissions N2O),1979,0.0042
Japan,Wheat,Burning crop residues (Emissions N2O),1980,0.0054
Japan,Wheat,Burning crop residues (Emissions N2O),1981,0.0063
Japan,Wheat,Burning crop residues (Emissions N2O),1982,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),1983,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),1984,0.0065
Japan,Wheat,Burning crop residues (Emissions N2O),1985,0.0066
Japan,Wheat,Burning crop residues (Emissions N2O),1986,0.0069
Japan,Wheat,Burning crop residues (Emissions N2O),1987,0.0076
Japan,Wheat,Burning crop residues (Emissions N2O),1988,0.0079
Japan,Wheat,Burning crop residues (Emissions N2O),1989,0.0079
Japan,Wheat,Burning crop residues (Emissions N2O),1990,0.0073
Japan,Wheat,Burning crop residues (Emissions N2O),1990,0.0098
Japan,Wheat,Burning crop residues (Emissions N2O),1991,0.0067
Japan,Wheat,Burning crop residues (Emissions N2O),1991,0.009
Japan,Wheat,Burning crop residues (Emissions N2O),1992,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),1992,0.0081
Japan,Wheat,Burning crop residues (Emissions N2O),1993,0.0051
Japan,Wheat,Burning crop residues (Emissions N2O),1993,0.0069
Japan,Wheat,Burning crop residues (Emissions N2O),1994,0.0043
Japan,Wheat,Burning crop residues (Emissions N2O),1994,0.0057
Japan,Wheat,Burning crop residues (Emissions N2O),1995,0.0042
Japan,Wheat,Burning crop residues (Emissions N2O),1995,0.0057
Japan,Wheat,Burning crop residues (Emissions N2O),1996,0.0044
Japan,Wheat,Burning crop residues (Emissions N2O),1996,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),1997,0.0044
Japan,Wheat,Burning crop residues (Emissions N2O),1997,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),1998,0.0045
Japan,Wheat,Burning crop residues (Emissions N2O),1998,0.0061
Japan,Wheat,Burning crop residues (Emissions N2O),1999,0.0047
Japan,Wheat,Burning crop residues (Emissions N2O),1999,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),2000,0.0051
Japan,Wheat,Burning crop residues (Emissions N2O),2000,0.0069
Japan,Wheat,Burning crop residues (Emissions N2O),2001,0.0055
Japan,Wheat,Burning crop residues (Emissions N2O),2001,0.0074
Japan,Wheat,Burning crop residues (Emissions N2O),2002,0.0058
Japan,Wheat,Burning crop residues (Emissions N2O),2002,0.0078
Japan,Wheat,Burning crop residues (Emissions N2O),2003,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2003,0.008
Japan,Wheat,Burning crop residues (Emissions N2O),2004,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2004,0.008
Japan,Wheat,Burning crop residues (Emissions N2O),2005,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2005,0.0081
Japan,Wheat,Burning crop residues (Emissions N2O),2006,0.0061
Japan,Wheat,Burning crop residues (Emissions N2O),2006,0.0082
Japan,Wheat,Burning crop residues (Emissions N2O),2007,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2007,0.0079
Japan,Wheat,Burning crop residues (Emissions N2O),2008,0.0058
Japan,Wheat,Burning crop residues (Emissions N2O),2008,0.0073
Japan,Wheat,Burning crop residues (Emissions N2O),2009,0.0058
Japan,Wheat,Burning crop residues (Emissions N2O),2009,0.0068
Japan,Wheat,Burning crop residues (Emissions N2O),2010,0.0058
Japan,Wheat,Burning crop residues (Emissions N2O),2010,0.0062
Japan,Wheat,Burning crop residues (Emissions N2O),2011,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2011,0.0057
Japan,Wheat,Burning crop residues (Emissions N2O),2012,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2012,0.0054
Japan,Wheat,Burning crop residues (Emissions N2O),2013,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2013,0.0052
Japan,Wheat,Burning crop residues (Emissions N2O),2014,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2014,0.0049
Japan,Wheat,Burning crop residues (Emissions N2O),2015,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2015,0.0047
Japan,Wheat,Burning crop residues (Emissions N2O),2016,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2016,0.0046
Japan,Wheat,Burning crop residues (Emissions N2O),2017,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2017,0.0046
Japan,Wheat,Burning crop residues (Emissions N2O),2018,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2018,0.0041
Japan,Wheat,Burning crop residues (Emissions N2O),2019,0.0059
Japan,Wheat,Burning crop residues (Emissions N2O),2019,0.0044
Japan,Wheat,Burning crop residues (Emissions N2O),2020,0.006
Japan,Wheat,Burning crop residues (Emissions N2O),2020,0.0045
Japan,Wheat,Burning crop residues (Emissions N2O),2021,0.0062
Japan,Wheat,Burning crop residues (Emissions N2O),2022,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),2030,0.0064
Japan,Wheat,Burning crop residues (Emissions N2O),2050,0.0057
Japan,Wheat,Burning crop residues (Emissions CH4),1961,0.7006
Japan,Wheat,Burning crop residues (Emissions CH4),1962,0.6934
Japan,Wheat,Burning crop residues (Emissions CH4),1963,0.6304
Japan,Wheat,Burning crop residues (Emissions CH4),1964,0.5489
Japan,Wheat,Burning crop residues (Emissions CH4),1965,0.514
Japan,Wheat,Burning crop residues (Emissions CH4),1966,0.4549
Japan,Wheat,Burning crop residues (Emissions CH4),1967,0.3959
Japan,Wheat,Burning crop residues (Emissions CH4),1968,0.3482
Japan,Wheat,Burning crop residues (Emissions CH4),1969,0.3094
Japan,Wheat,Burning crop residues (Emissions CH4),1970,0.2475
Japan,Wheat,Burning crop residues (Emissions CH4),1971,0.1796
Japan,Wheat,Burning crop residues (Emissions CH4),1972,0.1228
Japan,Wheat,Burning crop residues (Emissions CH4),1973,0.0809
Japan,Wheat,Burning crop residues (Emissions CH4),1974,0.0894
Japan,Wheat,Burning crop residues (Emissions CH4),1975,0.0968
Japan,Wheat,Burning crop residues (Emissions CH4),1976,0.0962
Japan,Wheat,Burning crop residues (Emissions CH4),1977,0.0929
Japan,Wheat,Burning crop residues (Emissions CH4),1978,0.121
Japan,Wheat,Burning crop residues (Emissions CH4),1979,0.1609
Japan,Wheat,Burning crop residues (Emissions CH4),1980,0.2064
Japan,Wheat,Burning crop residues (Emissions CH4),1981,0.2424
Japan,Wheat,Burning crop residues (Emissions CH4),1982,0.246
Japan,Wheat,Burning crop residues (Emissions CH4),1983,0.2478
Japan,Wheat,Burning crop residues (Emissions CH4),1984,0.2505
Japan,Wheat,Burning crop residues (Emissions CH4),1985,0.2527
Japan,Wheat,Burning crop residues (Emissions CH4),1986,0.2651
Japan,Wheat,Burning crop residues (Emissions CH4),1987,0.2928
Japan,Wheat,Burning crop residues (Emissions CH4),1988,0.3046
Japan,Wheat,Burning crop residues (Emissions CH4),1989,0.3065
Japan,Wheat,Burning crop residues (Emissions CH4),1990,0.2812
Japan,Wheat,Burning crop residues (Emissions CH4),1990,0.3788
Japan,Wheat,Burning crop residues (Emissions CH4),1991,0.2578
Japan,Wheat,Burning crop residues (Emissions CH4),1991,0.3472
Japan,Wheat,Burning crop residues (Emissions CH4),1992,0.2317
Japan,Wheat,Burning crop residues (Emissions CH4),1992,0.312
Japan,Wheat,Burning crop residues (Emissions CH4),1993,0.1983
Japan,Wheat,Burning crop residues (Emissions CH4),1993,0.2671
Japan,Wheat,Burning crop residues (Emissions CH4),1994,0.1641
Japan,Wheat,Burning crop residues (Emissions CH4),1994,0.221
Japan,Wheat,Burning crop residues (Emissions CH4),1995,0.1634
Japan,Wheat,Burning crop residues (Emissions CH4),1995,0.2201
Japan,Wheat,Burning crop residues (Emissions CH4),1996,0.1712
Japan,Wheat,Burning crop residues (Emissions CH4),1996,0.2306
Japan,Wheat,Burning crop residues (Emissions CH4),1997,0.1701
Japan,Wheat,Burning crop residues (Emissions CH4),1997,0.2291
Japan,Wheat,Burning crop residues (Emissions CH4),1998,0.1752
Japan,Wheat,Burning crop residues (Emissions CH4),1998,0.236
Japan,Wheat,Burning crop residues (Emissions CH4),1999,0.1823
Japan,Wheat,Burning crop residues (Emissions CH4),1999,0.2456
Japan,Wheat,Burning crop residues (Emissions CH4),2000,0.1976
Japan,Wheat,Burning crop residues (Emissions CH4),2000,0.2662
Japan,Wheat,Burning crop residues (Emissions CH4),2001,0.2127
Japan,Wheat,Burning crop residues (Emissions CH4),2001,0.2864
Japan,Wheat,Burning crop residues (Emissions CH4),2002,0.2235
Japan,Wheat,Burning crop residues (Emissions CH4),2002,0.301
Japan,Wheat,Burning crop residues (Emissions CH4),2003,0.2292
Japan,Wheat,Burning crop residues (Emissions CH4),2003,0.3087
Japan,Wheat,Burning crop residues (Emissions CH4),2004,0.2296
Japan,Wheat,Burning crop residues (Emissions CH4),2004,0.3093
Japan,Wheat,Burning crop residues (Emissions CH4),2005,0.2306
Japan,Wheat,Burning crop residues (Emissions CH4),2005,0.3106
Japan,Wheat,Burning crop residues (Emissions CH4),2006,0.2358
Japan,Wheat,Burning crop residues (Emissions CH4),2006,0.3176
Japan,Wheat,Burning crop residues (Emissions CH4),2007,0.2265
Japan,Wheat,Burning crop residues (Emissions CH4),2007,0.3051
Japan,Wheat,Burning crop residues (Emissions CH4),2008,0.2255
Japan,Wheat,Burning crop residues (Emissions CH4),2008,0.2825
Japan,Wheat,Burning crop residues (Emissions CH4),2009,0.225
Japan,Wheat,Burning crop residues (Emissions CH4),2009,0.2607
Japan,Wheat,Burning crop residues (Emissions CH4),2010,0.2235
Japan,Wheat,Burning crop residues (Emissions CH4),2010,0.2379
Japan,Wheat,Burning crop residues (Emissions CH4),2011,0.2284
Japan,Wheat,Burning crop residues (Emissions CH4),2011,0.2179
Japan,Wheat,Burning crop residues (Emissions CH4),2012,0.2259
Japan,Wheat,Burning crop residues (Emissions CH4),2012,0.2082
Japan,Wheat,Burning crop residues (Emissions CH4),2013,0.227
Japan,Wheat,Burning crop residues (Emissions CH4),2013,0.1992
Japan,Wheat,Burning crop residues (Emissions CH4),2014,0.2296
Japan,Wheat,Burning crop residues (Emissions CH4),2014,0.1906
Japan,Wheat,Burning crop residues (Emissions CH4),2015,0.2301
Japan,Wheat,Burning crop residues (Emissions CH4),2015,0.1831
Japan,Wheat,Burning crop residues (Emissions CH4),2016,0.2316
Japan,Wheat,Burning crop residues (Emissions CH4),2016,0.179
Japan,Wheat,Burning crop residues (Emissions CH4),2017,0.2293
Japan,Wheat,Burning crop residues (Emissions CH4),2017,0.1776
Japan,Wheat,Burning crop residues (Emissions CH4),2018,0.2289
Japan,Wheat,Burning crop residues (Emissions CH4),2018,0.159
Japan,Wheat,Burning crop residues (Emissions CH4),2019,0.2285
Japan,Wheat,Burning crop residues (Emissions CH4),2019,0.1705
Japan,Wheat,Burning crop residues (Emissions CH4),2020,0.2296
